imdb_id,title,genres,popularity,release_date,budget,revenue,vote_average,ROI
tt1628841,Independence Day: Resurgence,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",37.343,2016-06-22,165000000.0,389681935.0,5.2,2.3617086969696968
tt3522806,Mechanic: Resurrection,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",40.581,2016-08-25,40000000.0,125729635.0,5.8,3.143240875
tt4257926,Miracles from Heaven,"[{'id': 18, 'name': 'Drama'}]",35.275,2016-03-17,16000000.0,73983359.0,7.3,4.6239599375
tt3062096,Inferno,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",43.435,2016-10-13,75000000.0,220021259.0,6.0,2.9336167866666667
tt0803096,Warcraft,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",38.154,2016-05-25,160000000.0,433677183.0,6.3,2.71048239375
tt4667094,Fifty Shades of Black,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",46.35,2016-01-28,20000000.0,21164799.0,4.8,1.05823995
tt1860213,Dirty Grandpa,"[{'id': 35, 'name': 'Comedy'}]",39.102,2016-01-21,11500000.0,94073028.0,5.9,8.180263304347825
tt4853102,Batman: The Killing Joke,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",39.346,2016-07-24,3500000.0,3775000.0,6.6,1.0785714285714285
tt4624424,Storks,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",39.637,2016-09-22,70000000.0,182379278.0,6.6,2.605418257142857
tt4950110,I'm Not Ashamed,"[{'id': 18, 'name': 'Drama'}]",34.997,2016-10-21,1500000.0,2000000.0,7.1,1.3333333333333333
tt1289401,Ghostbusters,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",41.931,2016-07-14,144000000.0,229147509.0,5.4,1.5913021458333334
tt3300542,London Has Fallen,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",34.643,2016-03-02,60000000.0,205754447.0,6.1,3.4292407833333334
tt2567026,Alice Through the Looking Glass,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",35.163000000000004,2016-05-25,170000000.0,299457024.0,6.5,1.761511905882353
