budget,genres,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count
20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",14359.0,tt0918927,en,Doubt,9.751,2008-02-27,50907234.0,104.0,Doubt,7.2,1161.0
6900000.0,"[{'id': 37, 'name': 'Western'}]",8879.0,tt0089767,en,Pale Rider,14.897,1985-06-28,41410568.0,115.0,Pale Rider,7.1,598.0
0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",19042.0,tt0115509,en,All Dogs Go to Heaven 2,11.998,1996-03-29,8620678.0,82.0,All Dogs Go to Heaven 2,5.6,170.0
0.0,"[{'id': 18, 'name': 'Drama'}]",38718.0,tt0100486,en,Reversal of Fortune,11.497,1990-10-05,15445131.0,111.0,Reversal of Fortune,6.6,165.0
23000000.0,"[{'id': 18, 'name': 'Drama'}]",28176.0,tt0096316,en,Tucker: The Man and His Dream,11.747,1988-08-12,19652638.0,111.0,Tucker: The Man and His Dream,6.8,216.0
0.0,"[{'id': 18, 'name': 'Drama'}]",148918.0,tt2084949,ro,"Superman, Spiderman sau Batman",9.711,2011-06-01,0.0,11.0,"Superman, Spiderman or Batman",8.6,7.0
2000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",15135.0,tt1104836,en,Feast III: The Happy Finish,9.66,2009-02-17,0.0,79.0,Feast III: The Happy Finish,5.1,72.0
0.0,[],746045.0,tt13206476,en,Christmas by Starlight,11.345,2020-11-27,0.0,0.0,Christmas by Starlight,0.0,0.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1049.0,tt0108185,en,Sommersby,12.747,1993-02-05,140081992.0,109.0,Sommersby,6.2,217.0
1000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",488.0,tt0043265,en,The African Queen,11.498,1952-01-07,46921.0,105.0,The African Queen,7.4,536.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",21910.0,tt0902290,en,I Sell the Dead,10.409,2008-08-07,0.0,85.0,I Sell the Dead,6.1,97.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",21835.0,tt0114996,cn,西遊記大結局之仙履奇緣,9.606,1995-02-04,2692748.0,99.0,A Chinese Odyssey Part Two: Cinderella,7.7,87.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]",55377.0,tt0096808,en,Amityville: The Evil Escapes,7.896,1989-05-12,0.0,95.0,Amityville: The Evil Escapes,4.6,55.0
0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",13400.0,tt0066327,en,Santa Claus Is Comin' to Town,11.995999999999999,1970-12-14,0.0,48.0,Santa Claus Is Comin' to Town,7.2,123.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",8435.0,tt0423409,en,A Cock and Bull Story,9.357999999999999,2005-07-17,0.0,94.0,A Cock and Bull Story,6.3,87.0
900000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1694.0,tt0089885,en,Re-Animator,12.995999999999999,1985-10-18,2023414.0,86.0,Re-Animator,7.1,720.0
108000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",259695.0,tt2361317,en,Live by Night,14.508,2016-12-25,22678555.0,129.0,Live by Night,6.2,924.0
0.0,"[{'id': 18, 'name': 'Drama'}]",46853.0,tt0076749,it,Maladolescenza,16.166,1977-05-17,0.0,94.0,Playing with Love,5.4,39.0
3000000.0,"[{'id': 35, 'name': 'Comedy'}]",5206.0,tt0469754,da,Direktøren for det hele,7.997999999999999,2006-09-21,0.0,95.0,The Boss of It All,6.7,173.0
4300000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",912.0,tt0063688,en,The Thomas Crown Affair,11.197000000000001,1968-06-26,0.0,102.0,The Thomas Crown Affair,6.9,272.0
1500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",27723.0,tt0206226,en,Psycho Beach Party,8.366,2000-08-06,0.0,95.0,Psycho Beach Party,5.7,54.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17386.0,tt0086192,en,Revenge of the Ninja,11.195,1983-09-07,13168027.0,90.0,Revenge of the Ninja,6.2,65.0
800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",17295.0,tt0058946,it,La battaglia di Algeri,8.746,1966-09-08,921548.0,121.0,The Battle of Algiers,8.0,406.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",12584.0,tt0075213,en,The Shootist,11.195,1976-08-11,8091910.0,100.0,The Shootist,7.2,192.0
22000000.0,"[{'id': 35, 'name': 'Comedy'}]",12121.0,tt0107478,en,Made in America,9.745,1993-05-27,0.0,111.0,Made in America,5.5,202.0
30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",11208.0,tt0324554,en,Wicker Park,12.747,2004-09-03,13001257.0,114.0,Wicker Park,6.6,362.0
10000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",339543.0,tt4843046,en,Northpole: Open for Christmas,9.613999999999999,2015-11-21,0.0,84.0,Northpole: Open for Christmas,5.9,62.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",57718.0,tt1847645,en,Megamind: The Button of Doom,13.849,2011-02-25,0.0,16.0,Megamind: The Button of Doom,6.0,95.0
0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",54113.0,tt0120254,en,The Swan Princess: Escape from Castle Mountain,13.745999999999999,1997-01-01,273644.0,71.0,The Swan Princess: Escape from Castle Mountain,6.0,227.0
0.0,"[{'id': 10749, 'name': 'Romance'}]",261375.0,tt2272918,en,Flying Home,12.25,2014-04-02,0.0,96.0,Flying Home,5.9,194.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9027.0,tt0280720,en,The Guru,10.995,2002-08-21,0.0,91.0,The Guru,5.2,145.0
6000000.0,"[{'id': 35, 'name': 'Comedy'}]",16172.0,tt0145893,en,Simply Irresistible,10.195,1999-02-05,4398989.0,95.0,Simply Irresistible,5.4,161.0
4000000.0,"[{'id': 99, 'name': 'Documentary'}]",89708.0,tt0770802,en,Samsara,11.698,2011-09-16,0.0,102.0,Samsara,8.2,371.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10002.0,tt0091538,en,Mona Lisa,8.994,1986-06-13,5794184.0,105.0,Mona Lisa,6.9,117.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",11076.0,tt0116329,en,Fly Away Home,10.745,1996-09-13,0.0,107.0,Fly Away Home,6.9,277.0
0.0,"[{'id': 28, 'name': 'Action'}]",661524.0,tt11362678,no,Brother's Revenge,16.274,2020-11-11,0.0,0.0,Brother's Revenge,0.0,0.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",417028.0,tt5653444,en,The Swap,11.755,2016-10-07,0.0,89.0,The Swap,6.9,120.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",410315.0,tt5921218,en,The Mistletoe Promise,11.624,2016-11-05,0.0,84.0,The Mistletoe Promise,6.2,45.0
3000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",258086.0,tt2387408,en,The Damned,16.274,2013-10-17,5758519.0,87.0,The Damned,5.4,182.0
7000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",34653.0,tt1315981,en,A Single Man,12.147,2009-10-19,24964890.0,97.0,A Single Man,7.4,1071.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",45609.0,tt0120520,en,The Wings of the Dove,9.184,1997-09-04,0.0,102.0,The Wings of the Dove,6.9,73.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",624932.0,tt10810424,en,Dave Chappelle: Sticks & Stones,11.622,2019-08-26,0.0,65.0,Dave Chappelle: Sticks & Stones,7.8,138.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3635.0,tt0335119,en,Girl with a Pearl Earring,14.695,2003-12-12,31466789.0,101.0,Girl with a Pearl Earring,6.6,931.0
1200000.0,"[{'id': 18, 'name': 'Drama'}]",1412.0,tt0098724,en,"Sex, Lies, and Videotape",12.142999999999999,1989-08-04,0.0,101.0,"Sex, Lies, and Videotape",6.9,492.0
18000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",157.0,tt0088170,en,Star Trek III: The Search for Spock,10.87,1984-06-01,87000000.0,105.0,Star Trek III: The Search for Spock,6.6,851.0
100000.0,"[{'id': 18, 'name': 'Drama'}]",23949.0,tt0275719,en,Tape,10.994000000000002,2001-11-02,490475.0,86.0,Tape,6.9,121.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",64.0,tt0287467,es,Hable con ella,12.494000000000002,2002-03-14,51001550.0,112.0,Talk to Her,7.6,748.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",673159.0,tt9815998,en,Hooking Up,9.911,2020-03-20,0.0,105.0,Hooking Up,7.2,78.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",438145.0,tt3208026,en,Black '47,16.267,2018-09-05,0.0,100.0,Black '47,6.6,166.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}]",456504.0,tt6571148,en,Alien: Covenant - Prologue: Last Supper,7.775,2017-02-22,0.0,5.0,Alien: Covenant - Prologue: Last Supper,6.1,59.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13196.0,tt0455805,en,Then She Found Me,10.745,2007-09-07,0.0,100.0,Then She Found Me,5.4,109.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",12920.0,tt0418647,en,Dreamer: Inspired By a True Story,9.245,2005-09-10,0.0,106.0,Dreamer: Inspired By a True Story,6.7,227.0
20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",12165.0,tt1068641,en,The Burning Plain,13.495999999999999,2008-11-07,0.0,111.0,The Burning Plain,6.5,256.0
12000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10800.0,tt0944834,fr,Chasseurs de dragons,10.995999999999999,2008-03-19,12235843.0,80.0,Dragon Hunters,6.4,274.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",192133.0,tt2402085,en,Jimi: All Is by My Side,11.999,2013-09-07,340911.0,118.0,Jimi: All Is by My Side,5.6,123.0
0.0,[],740146.0,tt11909312,en,Anything for My Mother,16.262,2020-11-11,0.0,13.0,Anything for My Mother,0.0,0.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7857.0,tt0071129,it,Amarcord,14.742,1973-12-13,0.0,123.0,Amarcord,8.0,633.0
0.0,"[{'id': 18, 'name': 'Drama'}]",500245.0,tt7785866,de,Deutschstunde,13.425999999999998,2019-10-03,0.0,125.0,The German Lesson,6.5,13.0
15000000.0,"[{'id': 10402, 'name': 'Music'}]",212769.0,tt1828959,en,Make Your Move,11.578,2013-08-07,1583687.0,110.0,Make Your Move,6.0,61.0
150000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",98948.0,tt2246549,en,Abraham Lincoln vs. Zombies,12.337,2012-05-29,0.0,90.0,Abraham Lincoln vs. Zombies,4.0,78.0
350000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",255.0,tt0062695,fr,Baisers volés,8.993,1968-09-04,0.0,90.0,Stolen Kisses,7.4,216.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",15698.0,tt0091875,en,Running Scared,9.992,1986-06-27,0.0,107.0,Running Scared,6.1,111.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]",15584.0,tt1152758,en,Dear Zachary: A Letter to a Son About His Father,11.995,2008-10-31,0.0,95.0,Dear Zachary: A Letter to a Son About His Father,8.3,301.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",10075.0,tt0397044,en,Blood and Chocolate,9.994,2007-01-26,0.0,98.0,Blood and Chocolate,5.6,204.0
500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",203.0,tt0070379,en,Mean Streets,12.442,1973-10-02,3000000.0,110.0,Mean Streets,7.2,1327.0
45000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15659.0,tt0077578,en,Foul Play,9.241,1978-07-14,0.0,116.0,Foul Play,6.3,123.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",12186.0,tt0101698,en,Defending Your Life,8.741,1991-03-22,0.0,112.0,Defending Your Life,7.0,152.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",22172.0,tt0094057,en,Street Trash,10.241,1987-02-22,0.0,100.0,Street Trash,6.1,171.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",428948.0,tt3839880,en,Infinity Chamber,11.002,2016-12-03,0.0,103.0,Infinity Chamber,6.4,113.0
5000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",42661.0,tt0052365,en,The Vikings,9.242,1958-06-11,0.0,111.0,The Vikings,7.2,160.0
0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",17337.0,tt0167247,en,The Land Before Time VI: The Secret of Saurus Rock,12.692,1998-12-01,0.0,77.0,The Land Before Time VI: The Secret of Saurus Rock,6.0,198.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",301804.0,tt3174376,en,Before I Wake,14.751,2016-04-07,3295624.0,97.0,Before I Wake,6.4,1216.0
55500.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",41428.0,tt0096251,ja,鉄男,9.241,1989-07-01,0.0,67.0,Tetsuo: The Iron Man,7.0,300.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",51191.0,tt0112366,fr,Les Anges gardiens,9.241,1995-11-11,0.0,110.0,Guardian Angels,6.2,161.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",348678.0,tt4080728,sv,En man som heter Ove,14.899000000000001,2015-12-25,3371692.0,116.0,A Man Called Ove,7.5,586.0
300000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",21525.0,tt0343121,en,Tupac: Resurrection,13.841,2003-11-14,7808524.0,112.0,Tupac: Resurrection,7.8,80.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",382512.0,tt5251438,en,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,14.399000000000001,2016-02-16,0.0,78.0,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,6.3,80.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",31174.0,tt0114279,en,Richard III,9.491,1995-12-29,2748518.0,104.0,Richard III,6.7,103.0
0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",90125.0,tt1183919,en,Marley,11.494000000000002,2012-04-20,0.0,144.0,Marley,7.6,180.0
658000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",18573.0,tt0045888,en,House of Wax,11.6,1953-04-16,23800000.0,90.0,House of Wax,7.0,179.0
18000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",13766.0,tt0091993,en,SpaceCamp,9.99,1986-06-06,9697739.0,107.0,SpaceCamp,5.8,120.0
20000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",3513.0,tt0126388,en,Legionnaire,13.690999999999999,1998-12-03,0.0,98.0,Legionnaire,5.6,319.0
9500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",9662.0,tt0286244,fr,Les Triplettes de Belleville,12.241,2003-06-11,14776760.0,80.0,The Triplets of Belleville,7.4,588.0
19800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5279.0,tt0280707,en,Gosford Park,11.440999999999999,2001-11-07,87754044.0,131.0,Gosford Park,6.9,642.0
58000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4942.0,tt0379865,en,Leatherheads,12.493,2008-03-24,41299492.0,114.0,Leatherheads,5.8,308.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",79896.0,tt1336006,en,The Revenant,11.493,2009-08-16,0.0,110.0,The Revenant,6.2,157.0
2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",30588.0,tt0039631,en,Monsieur Verdoux,8.49,1947-09-26,0.0,124.0,Monsieur Verdoux,8.0,222.0
50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9770.0,tt0119592,en,Mad City,10.74,1997-11-07,10541523.0,114.0,Mad City,6.1,171.0
20000000.0,"[{'id': 35, 'name': 'Comedy'}]",6472.0,tt0109951,en,Guarding Tess,10.739,1994-03-11,0.0,96.0,Guarding Tess,6.0,178.0
10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",17917.0,tt0063385,en,Oliver!,11.44,1968-09-26,37402877.0,153.0,Oliver!,7.0,240.0
0.0,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",457435.0,tt7064498,fr,Le retour du héros,8.256,2018-02-14,0.0,90.0,Return of the Hero,6.2,366.0
75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",11375.0,tt0329717,en,Hollywood Homicide,13.74,2003-06-09,51142659.0,116.0,Hollywood Homicide,5.2,407.0
1500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11368.0,tt0086979,en,Blood Simple,12.989,1984-09-07,3851855.0,97.0,Blood Simple,7.4,762.0
90000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9008.0,tt0140352,en,The Insider,13.44,1999-03-10,60289912.0,157.0,The Insider,7.4,1142.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18862.0,tt0116571,en,House Arrest,9.7,1996-08-14,0.0,108.0,House Arrest,5.1,82.0
7000000.0,"[{'id': 18, 'name': 'Drama'}]",342737.0,tt4385888,en,20th Century Women,13.25,2016-12-28,5664764.0,119.0,20th Century Women,7.4,796.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",20815.0,tt0099731,en,The Handmaid's Tale,16.225,1990-02-15,0.0,108.0,The Handmaid's Tale,5.8,113.0
60000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",10416.0,tt0181151,en,What Planet Are You From?,12.739,2000-03-03,0.0,105.0,What Planet Are You From?,5.5,104.0
15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",56780.0,tt0480239,en,Atlas Shrugged: Part I,9.992,2011-04-14,4627375.0,97.0,Atlas Shrugged: Part I,5.2,119.0
2000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",13757.0,tt0040580,en,Melody Time,15.489,1948-05-27,0.0,72.0,Melody Time,6.3,156.0
28000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",11780.0,tt0114287,en,Rob Roy,11.937999999999999,1995-04-13,31596911.0,139.0,Rob Roy,6.8,386.0
60000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2275.0,tt0144214,en,The General's Daughter,16.223,1999-06-18,149705852.0,116.0,The General's Daughter,6.3,514.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",27171.0,tt0087635,en,The Lonely Guy,10.498,1984-01-27,0.0,90.0,The Lonely Guy,6.4,92.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",12577.0,tt0282552,en,Riders,8.818999999999999,2002-05-08,0.0,83.0,Riders,5.3,86.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",119517.0,tt2364997,en,Zombies vs. Strippers,11.283,2012-07-09,0.0,74.0,Zombies vs. Strippers,3.3,18.0
0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",12489.0,tt0119225,en,Gridlock'd,9.488999999999999,1997-01-29,0.0,91.0,Gridlock'd,6.7,110.0
22000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1599.0,tt0356721,en,I ♥ Huckabees,12.69,2004-09-10,0.0,106.0,I ♥ Huckabees,6.3,429.0
0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",568332.0,tt9426852,en,Taylor Swift: Reputation Stadium Tour,13.514000000000001,2018-12-31,0.0,125.0,Taylor Swift: Reputation Stadium Tour,8.1,181.0
40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6071.0,tt0113552,en,Kiss of Death,11.238,1995-04-21,0.0,101.0,Kiss of Death,5.7,179.0
7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",40794.0,tt1405810,it,Mine vaganti,10.690999999999999,2010-02-12,8220215.0,110.0,Loose Cannons,7.4,487.0
12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",14799.0,tt0470765,en,For Your Consideration,12.21,2006-11-22,5542025.0,86.0,For Your Consideration,5.9,99.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10739.0,tt0313792,en,Anything Else,10.739,2003-08-27,0.0,108.0,Anything Else,6.2,385.0
0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11931.0,tt0388125,en,In Her Shoes,11.989,2005-10-07,83073883.0,130.0,In Her Shoes,6.1,872.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",13954.0,tt0996979,en,Alien Raiders,13.43,2008-09-21,0.0,85.0,Alien Raiders,5.3,98.0
0.0,"[{'id': 18, 'name': 'Drama'}]",31007.0,tt1183923,en,Welcome to the Rileys,10.491,2010-10-29,317382.0,110.0,Welcome to the Rileys,6.6,284.0
16000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",8854.0,tt0120207,en,Steel,9.238,1997-08-15,1686429.0,97.0,Steel,4.0,135.0
15000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6687.0,tt0800241,en,TransSiberian,10.989,2008-01-18,5926410.0,111.0,TransSiberian,6.4,425.0
53000000.0,"[{'id': 37, 'name': 'Western'}]",10046.0,tt0276830,en,Blueberry,11.489,2004-02-09,0.0,124.0,Blueberry,4.9,129.0
0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10107.0,tt0476995,en,Firehouse Dog,12.989,2007-04-04,0.0,111.0,Firehouse Dog,5.9,130.0
