budget,genres,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count
145000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",56292.0,tt1229238,en,Mission: Impossible - Ghost Protocol,38.713,2011-12-07,694713380.0,133.0,Mission: Impossible - Ghost Protocol,7.0,7272.0
55000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8273.0,tt0328828,en,American Wedding,39.008,2003-08-01,231449203.0,103.0,American Wedding,6.1,2906.0
25000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",10020.0,tt0101414,en,Beauty and the Beast,35.354,1991-11-13,377350553.0,84.0,Beauty and the Beast,7.7,7238.0
0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",357096.0,tt4530884,en,I Spit on Your Grave III: Vengeance is Mine,44.062,2015-10-01,0.0,91.0,I Spit on Your Grave III: Vengeance is Mine,5.6,609.0
180000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",10681.0,tt0910970,en,WALL·E,34.955,2008-06-22,521311860.0,98.0,WALL·E,8.0,13522.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",583306.0,tt6848466,ja,僕のヒーローアカデミア トレーニング・オブ・ザ・デッド,33.223,2017-06-02,0.0,23.0,My Hero Academia: Training of the Dead,7.4,22.0
0.0,"[{'id': 99, 'name': 'Documentary'}]",682110.0,tt12888462,en,My Octopus Teacher,29.758000000000003,2020-03-19,0.0,84.0,My Octopus Teacher,8.4,73.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",537059.0,tt8752474,en,Justice League vs. the Fatal Five,35.565,2019-03-29,0.0,87.0,Justice League vs. the Fatal Five,6.7,182.0
4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",503919.0,tt7984734,en,The Lighthouse,36.421,2019-10-18,17964238.0,109.0,The Lighthouse,7.6,2075.0
0.0,"[{'id': 18, 'name': 'Drama'}]",595671.0,tt7772582,en,Never Rarely Sometimes Always,38.499,2020-03-13,0.0,101.0,Never Rarely Sometimes Always,7.1,103.0
75000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",55301.0,tt1615918,en,Alvin and the Chipmunks: Chipwrecked,36.476,2011-12-14,342695435.0,87.0,Alvin and the Chipmunks: Chipwrecked,5.7,1470.0
0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",586351.0,tt9057808,es,Los lobos,27.428,2020-06-19,0.0,95.0,The Wolves,7.2,26.0
3000000.0,"[{'id': 53, 'name': 'Thriller'}]",575769.0,tt8561690,es,4x4,32.405,2019-04-04,1292773.0,90.0,4x4,6.6,37.0
0.0,"[{'id': 35, 'name': 'Comedy'}]",734267.0,tt11426780,es,Sentadas en el umbral,28.299,2020-08-20,0.0,70.0,Sentadas en el umbral,4.5,2.0
13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",240.0,tt0071562,en,The Godfather: Part II,34.614000000000004,1974-12-20,102600000.0,202.0,The Godfather: Part II,8.6,7848.0
2600000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10895.0,tt0032910,en,Pinocchio,36.365,1940-02-23,84300000.0,88.0,Pinocchio,7.1,4128.0
19000000.0,"[{'id': 27, 'name': 'Horror'}]",10065.0,tt0384806,en,The Amityville Horror,38.415,2005-04-14,108047131.0,90.0,The Amityville Horror,6.1,1469.0
0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",618352.0,tt11802028,en,DC Showcase: The Phantom Stranger,30.691,2020-02-25,0.0,15.0,DC Showcase: The Phantom Stranger,8.0,29.0
10000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",298250.0,tt3348730,en,Jigsaw,27.764,2017-10-26,102952888.0,92.0,Jigsaw,6.2,2520.0
18000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",522924.0,tt1478839,en,The Art of Racing in the Rain,41.235,2019-08-08,33766787.0,109.0,The Art of Racing in the Rain,8.4,658.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}]",520788.0,tt6022174,en,Mad World,38.88,2018-01-02,0.0,97.0,Mad World,3.8,4.0
0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",560704.0,tt1977094,en,Beyond White Space,36.684,2018-12-14,0.0,93.0,Beyond White Space,4.6,49.0
140000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",205584.0,tt2404233,en,Gods of Egypt,34.194,2016-02-25,150680864.0,127.0,Gods of Egypt,5.6,2979.0
10000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",439015.0,tt5690360,en,Slender Man,36.202,2018-08-10,11817275.0,93.0,Slender Man,4.3,1259.0
0.0,"[{'id': 99, 'name': 'Documentary'}]",24593.0,tt0438492,en,Thinking XXX,38.196,2004-10-27,0.0,58.0,Thinking XXX,5.0,42.0
22000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",277.0,tt0320691,en,Underworld,33.047,2003-09-19,95708457.0,121.0,Underworld,6.8,4585.0
63000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1370.0,tt0095956,en,Rambo III,38.221,1988-05-24,189015611.0,102.0,Rambo III,6.1,1923.0
10200000.0,"[{'id': 27, 'name': 'Horror'}]",1691.0,tt0498353,en,Hostel: Part II,37.965,2007-06-08,35728183.0,93.0,Hostel: Part II,5.8,1281.0
1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",471474.0,tt7167630,en,Batman: Gotham by Gaslight,38.042,2018-01-12,3469151.0,78.0,Batman: Gotham by Gaslight,6.6,424.0
