,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path
5335,1.674,617217,False,0,0.0,Confessions from Space: Apollo,2019-01-01,en,Confessions from Space: Apollo,[99],/10OXVZq5nwhiAGiy5aoEG9ocKfK.jpg,False,"Heroes of the Apollo Missions, Buzz Aldrin, Mike Collins , Charlie Duke and more come together to share insights, experiences, and stories of the greatest adventure mankind has ever undertaken.",/1eztTgRUH7D4SftrlT6EDlkIKo9.jpg
5336,1.673,586473,False,1,10.0,Devil's Pie: D'Angelo,2019-05-16,en,Devil's Pie: D'Angelo,[99],,False,"D'Angelo had it all: two platinum selling albums, a sold out world tour and a body chiselled to perfection. However, one day at the height of his career in 2000 the soul singer vanished. For 12 years he descended into darkness. Out of nowhere, in December 2014, his third album Black Messiah was suddenly released: soundtrack of the lost years.",/vJsk9rLwyq3omtFngg4qgAIlo3F.jpg
5337,1.673,586069,False,3,4.2,The Gasoline Thieves,2019-04-25,es,Huachicolero,"[80, 18]",/2qEpg8gld7ixb51qnfbqJQYFvtR.jpg,False,"Lalo is a fourteen year old teenager who, from an naive approach, gets involved in the underground world of the gas theft mafia while he's trying to make money to buy a gift for Ana and win her heart.",/3K2ArOJFL8jYS4nw6qAnSmSD2xW.jpg
5338,1.672,554798,False,4,7.5,You Shine in the Moonlight,2019-03-15,ja,君は月夜に光り輝く,"[18, 10749]",/tYuCWb9QoeDHKop6GKGK5AbLNSa.jpg,False,"Takuya Okada (Takumi Kitamura) is a high school student. He visits his classmate Mamizu Watarase (Mei Nagano) in the hospital. Mamizu Watarase suffers from the mysterious ailment “Luminescence disease.” People who have the disease show a faint sparkle under the moonlight and the sparkle gets brighter as their death gets closer. Mamizu Watarase is not allowed out of the hospital and she will not live long enough to become an adult. Takuya Okada offers to help her carry out her wishes before she passes away. He also tells her how he feels about her, but Mamizu Watarase’s death is approaching. --asianwiki",/bmnhF7QMp8At0YYMfAoL61At4RC.jpg
5339,1.67,637084,False,0,0.0,Dementer,2019-10-10,en,Dementer,[27],/3WIIzsIo3AY9w99exnItCL0Wy8Y.jpg,False,"After fleeing a backwoods cult, a woman tries to turn her life around by taking a job in a home for special needs adults only to discover that she must face her dark past to save a down syndrome girl.",/dN7OSiP2TlgQg1h7We1ByY8ihjw.jpg
5340,1.67,577020,False,1,6.0,Волшебник,2019-10-03,ru,Волшебник,"[18, 35]",/9Xgc3W0YciTDU2GpbaNTmOpwfkn.jpg,False,,/gAmBAXQQRmFgsuJWbDk2qDbV4l9.jpg
5341,1.67,544392,False,8,6.6,Working Woman,2019-04-17,he,Isha Ovedet,[18],/2YwODDaPWA3UasHMTH5yHcAPkVf.jpg,False,"While her husband struggles to keep his restaurant in business, a mother of three lands a job as an assistant to a powerful, but sexually harrassive realtor and brings herself to fight back.",/zzJEm8F3CaqXQ62j95WZz7IHRTO.jpg
5342,1.67,539050,False,9,7.5,Memories of My Body,2019-04-18,id,Kucumbu Tubuh Indahku,[18],/66mvMsRcTj1zPgAcaeGN9yHetq8.jpg,False,"Juno was just a child when his father abandoned him from their village in Central Java. Abandoned and alone, he joins a Lengger dance centre where men shape their feminine appearance and movement. The sensuality and sexuality that came from the dance, mixed with the violent sociopolitical Indonesian environment, forces Juno to move from village to village.",/2oa5oLm4FfjxvasKAW07wTrQ7Ow.jpg
5343,1.669,656273,False,1,6.0,Youngest Sister-in-law 2,2019-11-27,ko,막내 형수 2,[10749],/ejaldIt8gb0t6nNU1xtgQEwEY2l.jpg,False,"Hwa-jeong and Geon-woo are getting married soon. Geon-woo introduces his friends, Jae-kyeong and Yi-soo, to Hwa-jeong. After a few drinks, everyone goes to Yi-soo's house for a second round. The party ends late at night and Jae-kyeong, who is a lightweight, staggers to the bathroom. He then mixes up the rooms and falls asleep in the room Hwa-jeong is sleeping in. By accident, Jae-kyeong ends up sleeping with his friend's bride.",/6wv4PGxeNdNqtuoZ8sYdr319kyW.jpg
5344,1.669,617917,False,0,0.0,#NoJoke,2019-09-09,en,#NoJoke,[99],/flrGrn1BppQnpoL8gC16jfqJWMI.jpg,False,"A musician's journey to create a song with some of the biggest stars in the industry. Along the way, he faces up to his painful past, while giving viewers a deep personal insight into the issue of bullying.",/cz20SR1xcM3sPyuscdmL90hJgI1.jpg
5345,1.667,664694,False,0,0.0,Nothing to be Afraid of,2019-10-01,en,Nothing to be Afraid of,[99],/u13QRLDY5SmHl5k56TaVF4rHRku.jpg,False,"Ever since the war in Nagorno-Karabakh, the still disputed territory is contaminated by landmines. This documentary follows five female de-miners on their risky job.",/uZLvns8690zv0sgaopcyY8F4R88.jpg
5346,1.666,594371,False,2,4.0,Tödliches Comeback,2019-04-17,de,Tödliches Comeback,"[35, 80, 18]",/1zedWRex5E5dk2N69nVyncewarP.jpg,False,,/7sOUUp3stlHOafgzE5k2XiCy67j.jpg
5347,1.666,576082,False,5,7.1,Belonging,2019-02-07,tr,Aidiyet,[18],/zDrZ9JrXMP9ZLao3RYmCXY1Qabe.jpg,False,"A murder investigation is flipped inside out in Burak Çevik's second feature, a spellbinding and surprising work that questions whether we can ever truly understand criminal motives. We begin in the present as an unseen narrator recounts the assassination of his lover's disapproving mother, accompanied by hauntingly vacant images of urban alienation and garish city lights; we then flash back to witness the first encounter between the lovers-turned-accomplices, their mutual attraction and world-weariness emerging across a sleepless night and morning after. Çevik imbues the proceedings with a stylistic confidence and willingness to bend the conventions of cinematic form to arrive at a complex, gripping double meditation on love and death.",/pheXEk1WNY7Azcy5bfPSDngFZ2M.jpg
5348,1.665,614753,False,0,0.0,Bubbles,2019-07-14,en,Bubbles,[16],,False,A puppet grows tormented at the hands of her manipulator.,
5349,1.665,608619,False,5,5.4,What Might Have Been,2019-06-29,de,Was gewesen wäre,"[18, 10749]",,False,"Astrid is in her late forties and has her life firmly under control. She has fallen in love with Paul, and their first weekend trip together takes them to Budapest for a few romantic days, just the two of them. But in the Hungarian capital things happen differently than they'd planned: They run into Julius, Astrid's first great love, whom she'd met at an artists' party in East Germany in 1986.",/vTkhBWQrL4J3Vb3W7mz0HG06fvq.jpg
5350,1.665,588070,False,3,8.7,Roh Moo-hyun and the Fools,2019-04-18,ko,노무현과 바보들,[99],/cAqQ62iPR6pC3tbKchdXzj7h4f6.jpg,False,"10 years from them to now, people who miss the late president Roh Moo-hyun tell their stories.",/h5GJcgS9gedg2u5zj26po9sd1H7.jpg
5351,1.665,587317,False,5,7.0,Bombay Rose,2019-08-28,fr,Bombay Rose,"[16, 18, 10749]",/kmD3gHhKbosl4GMSlPIr2lahUOy.jpg,False,"Bollywood is a cult in India. What is it that makes millions of people believe in it so strongly, follow it with such a passion and celebrate it with such fervour, when for most Indians, life is a struggle from one day to the next? This film is an attempt at demystifying what Bollywood means for young people in love on the streets of Bombay. Amidst the struggle of survival in a big city, a red rose brings together three tales of impossible loves. Love between an unavailable girl and boy. Love between two women. Love of an entire city for its Bollywood stars.",/cwNcowNdKTawjwpV9nR2t2EZrFW.jpg
5352,1.665,580138,False,0,0.0,Suburban Coven,2019-01-25,en,Suburban Coven,[27],,False,"After a traumatic accident, newlyweds seeking help for their sexual dysfunction are pulled into a dangerous game with their neighbors that may cost them their lives.",/dCBWAvXFBWqzKDIOlXr6bquCZza.jpg
5353,1.663,582985,False,2,5.5,Liberty,2019-02-10,en,Liberty,[18],,False,"In Miami's Liberty City, members of a black community threatened by gentrification and displacement are trying to return to their everyday lives after the death of a woman. Loggy and Alex’s friendship becomes strained by their different ways of coping with the traumatic event. With great poise and focus, Faren Humes takes a deep look at the lives of the African-American adolescents, tracing the path the two must take if they are to find their way back to one another.",/ndEJwonzOdsPGNiJAGgsHkVckpn.jpg
5354,1.663,566936,False,2,7.0,The Uncle,2019-11-28,ko,삼촌,"[18, 9648, 53]",/4HmrygdnAwIq77qyuXfmtYlnDdY.jpg,False,"The life of Ipse, a 19-year-old girl who cannot get out of her own bed due to psychological trauma, is as motionless as a plant. Having no family and no clue of her family's mysterious history, she lives completely dependent on her neighbors, but starts to feel suffocated under the abuse and the looks she gets as if she was something to be eaten up. One day, in the midst of her hellish everyday life, a stranger comes to her house.",/dz9eGLATH0Fcb3QbkYkC1GvIEPv.jpg
5355,1.662,643437,False,1,8.0,Adan,2019-11-20,tl,Adan,"[18, 53, 10749]",/4VvUDkHHewJi6K6RCCASijElEij.jpg,False,A naive provincial girl finds a way to get ahold of her independence through the help of her girl best friend. But their actions have nerve-shattering consequences.,/xDGJfd5pxo2MZZ5JCtXaNlNX2P2.jpg
5356,1.662,631617,False,0,0.0,Mister Academy,2019-06-01,en,Mister Academy,[35],/wuBgBmV3VwrJFmdmdHAsE2oLt64.jpg,False,"Jack, an almost famous musician, who loses his band, his wife, and his job, enrolls in a school for men to learn how to get his wife back.",/afR2vzCYE3K1qPvYRMn5T6DFeOe.jpg
5357,1.662,597652,False,2,4.0,All Must Die,2019-02-08,no,Alle må dø,[27],/lRhv1hmZnEiLkzqhcsks08up9et.jpg,False,"Gina who is about to get married, when her friends “kidnap” her for a last all-out bachelorette party. Dressed in red latex and all on her own in the Norwegian woods, Gina has to complete a creepy game of challenges. But what starts off as fun soon turns seriously weird, when disturbing events start occurring. Is it part of the planning – or is Gina about to lose her grip of reality?",/efg6qHDlSFij5r5kADUIXeGrhfW.jpg
5358,1.662,580070,False,4,6.0,"My Mum, Cancer and Me",2019-02-13,fr,"Ma mère, le crabe et moi","[35, 18, 10749]",/nqVUKnZygyYdTuLomflH4ZPjWvq.jpg,False,14-year-old Tania starts to become aware that the boys at school are interested in her at the same time as she learns that her mother has breast cancer.,/4l84Bj5LBHDoSOg8QpBNxvWYqHN.jpg
5359,1.66,647079,False,1,1.0,Who F****d Up the Internet?!,2019-06-01,en,Who F****d Up the Internet?!,[99],,False,A hilarious look at a topic that effects all of our lives - net neutrality.,/yVch1Weu9bM0B68c9uigAjIkpI8.jpg
5360,1.66,636103,False,4,6.0,Whitestar,2019-10-09,nl,Whitestar,"[18, 10751]",/spJAZV7xgf9GziKFBaZdVwynEZH.jpg,False,Movie about a horse and two caregivers.,/j5CfRNEAhnrW5DFpBd4OfNGMRKf.jpg
5361,1.66,513330,False,3,2.7,Lost Together,2019-08-22,ru,Трудности выживания,"[35, 10749]",/kSnGOajhtGXSWMZgXdeGS2ZhNJZ.jpg,False,"A young and ambitious journalist has to lose herself to find love in the most unlikely of places. After traveling to a desert island in search of a mysterious hermit, all Nina can think of is her scoop and discovering what makes a man leave the rest of the world behind. But as a storm strikes, she finds herself immersed in a world of deceit, human vice and a fight for survival. Navigating the island wilderness, she soon realizes the real discovery is what she learns about herself, and the prize is true love.",/cgmbcZey5cN7VFCBFGYDgIxjLft.jpg
5362,1.659,593559,False,2,5.5,Ein ganz normaler Tag,2019-04-07,de,Ein ganz normaler Tag,[18],,False,,
5363,1.659,580545,False,1,2.0,Podhu Nalan Karudhi,2019-02-08,ta,பொது நலன் கருதி,[28],/8zhcOPpXCEgjIV7pLnmL6mMynFp.jpg,False,The lives of a few people get affected when ego clash erupts between a few cut-throat loan sharks,/bSXGv3X7VT5DUnCidq782KzBRaJ.jpg
5364,1.659,579666,False,1,10.0,My Online Valentine,2019-02-01,en,My Online Valentine,[],/izj1EidHPosq1SZPOppF2LTYSgr.jpg,False,"Just when Cozi finds romance with Blaze, the owner of an online dating site, her ex-boyfriend Ajax pops back into her life with plans of his own.",/ciwelWpYUVlNboxalZvVa64rn1c.jpg
5365,1.659,575869,False,4,4.6,The Yellow Night,2019-10-10,pt,A Noite Amarela,[27],/fIrIkxyrNWD8aRrLNpI41eGsRF6.jpg,False,"The group of teens who have arrived on an island for a brief holiday – a place virtually no one else inhabits and which is almost always dark – scarcely lose any blood. It’s not their bodies that get slashed. They talk, drink and wander the beach, plagued by increasingly disturbing visions.",/gkDW017O3DLK9vBMEcAMSunnuo9.jpg
5366,1.658,630136,False,3,7.2,Pizza Time,2019-07-18,en,Pizza Time,"[28, 35]",/gM1v8nw4CeVfYwbYPpMLrmi8lhO.jpg,False,A pizza delivery driver goes to the right place at the wrong time when he stumbles into the scene of a hitman's contract killing.,/eXWBNrmCHu5YtOCho1KAg5XXWIf.jpg
5367,1.658,595593,False,1,10.0,Jack the Ripper: The Case Reopened,2019-04-04,en,Jack the Ripper: The Case Reopened,[99],,False,"Emilia Fox and Britain’s top criminologist, Professor David Wilson, cast new light on the Jack the Ripper case. Together, they examine the Ripper’s modus operandi using modern technology to recreate the murder sites to help understand the extraordinary risks the Ripper took to kill his victims. Using the Home Office Large Major Enquiry System (HOLMES)—a bespoke computer system used by the police to help detect patterns in criminal activity—and evidence uncovered within the investigation, results strongly indicate another woman was, in fact, the first Ripper victim.",/e2T5b3uQ8kCpSrsr4xBbufLOYg9.jpg
5368,1.657,648445,False,17,7.5,4 Meters,2019-11-21,es,4 metros,"[35, 10749]",/Aw2xjnSm6yWvNNhts2JI3WR81Wm.jpg,False,"Joaquín has just turned 40, he has a ringing in his ears and he knows little about himself. His emotional and work life have no direction. His girlfriend is 20 years younger. When he meets Maria again, he falls in love. The idea of leaving his girlfriend, his job, and recovering his apartment is the beginning of a new life... But order always must become from the inside.",/ReY0Uigjj9STZqRYL9axF3u1xG.jpg
5369,1.657,616623,False,4,6.8,Parents,2019-08-08,de,Wir Eltern,"[35, 18]",,False,Two parents in Zurich think they have been doing everything right. Yet their teenage children disrupt their perfect family system until the parents move out themselves. The boundaries between reality and fiction become blurred.,/kLrDBXtqzOx6Bmt3tMMH2PTT4ZH.jpg
5370,1.656,710950,False,0,0.0,Pit Stop,2019-04-19,en,Pit Stop,[],,False,A couple of astronauts make a stop on a moon during their journey to use the bathroom.,/mY28FsB57DwGloKcCszQt34vuH9.jpg
5371,1.656,584776,False,1,6.0,Road Kill,2019-02-21,ko,로드킬,[53],/9ovvGTj3TqppbfxEjyRuWyZfQfG.jpg,False,"Oh-Gwang is vicious real estate broker. One day, he gets into an accident while driving on a mountain path. Two days later, he wakes up. Oh-Gwang finds himself at the home of Mr. Jang, which is located deep in the mountain. Oh-Gwang was saved by Mr. Jang’s family. The family consists of Mr. Jang, his wife Yeon-Hee, son Hyun-Seok and daughter So-Hee. They are very nice to Oh-Gwang, but something about the family is suspicious. The family might be hiding something from Oh-Gwang.",/3ca77GGT6xlz8a60NesCzuk4DF2.jpg
5372,1.655,592732,False,3,7.7,Ricardo Quevedo: los amargados somos más,2019-04-03,es,Ricardo Quevedo: los amargados somos más,[],,False,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",/u58TtL7e24K8L88MQ4Xd8Gq4Fqe.jpg
5373,1.655,567732,False,3,4.3,Vernau - Totengebet,2019-01-14,de,Vernau - Totengebet,[18],/v0RBKJC4F1Ah7kBhtSDSfXXP2uH.jpg,False,,/pfPjykiSaeMGAYb6urytNR6BiWl.jpg
5374,1.653,576034,False,12,3.8,The Children of the Dead,2019-04-05,de,Die Kinder der Toten,"[27, 9648]",/pdIDkR2vXyadnOHSfIzzD3Tz0E4.jpg,False,"Tourism is booming at the Pension Alpenrose. After a dying in an accident, Karin returns as one of the undead. In a cinema owned by a Nazi widow where the past is mourned, she brings the dead back to life.",/kNh8jktq8mWWFIkgu8EWoLsRwJK.jpg
5375,1.652,599029,False,0,0.0,An International Local Story,2019-03-01,ml,ആൻ ഇന്റർനാഷനൽ ലോക്കൽ സ്റ്റോറി,[35],/8Mb1UYuocNoVdibxTK6vTMgbC2V.jpg,False,,/9FjxaDi0ZJLeAQdIyhzDZHkN0iA.jpg
5376,1.652,587674,False,4,6.4,London Sweeties,2019-01-31,th,รักไม่เป็นภาษา,"[35, 10749]",,False,"A humor- filled story of a group of Thai in London. With their lack of language ability, chaotic but fun love stories await.",/27kASFz1yJIeakvRSAevCvVAwhQ.jpg
5377,1.651,584929,False,0,0.0,A,2019-02-22,en,A,[],,False,"""Accidental Stranger"" is the final entry in Mic Inc's 'Heartbreak Trilogy'.",
5378,1.65,724156,False,0,0.0,Star Rock,2019-09-05,es,Star Rock,[16],,False,,/qGB5cZxYwgd3DAwjpAnEzEMAx7d.jpg
5379,1.65,611564,False,1,9.0,Colourblind,2019-06-04,en,Colourblind,[9648],/kBrfJaedKHVtkzZ7xhYloKR0VwI.jpg,False,A reluctant private investigator is hired to track the tail of a suspected suicidal girl.,/fsQGkLmE3vjDY50hwOTg8Y7YHTB.jpg
5380,1.649,578714,False,1,5.0,Peter Lindbergh - Women's Stories,2019-02-10,en,Peter Lindbergh - Women's Stories,[99],,False,A documentary about Peter Lindbergh.,/gaNcIkwmo4CEHrvGMcHomYOG6PY.jpg
5381,1.647,633479,False,0,0.0,Venpa,2019-09-19,en,Venpa,"[18, 10749]",,False,"Thenavan, a pensive man who constantly rejecting women of his mother’s choice including Sheila. Sheila, sweet dark skinned girl who’s often rejected by guys from matrimony falls in love with Thenavan on first meeting over his comforting gestures. The reason behind Thenavan’s rejections slowly unveiled upon his sighting of Kalyani, his school time love. Kalyani’s arrival back to home country is welcomed with a disaster of her handbag being stolen. Thenavan assists throughout her difficulties and requests an hour of conversation as a return favour. The one hour conversation end up as big turning point for Thenavan, Kalyani and Sheila with the presence of former lover of Kalyani, Sathya.",/ygwc8M8CBoDt31IcxH2jIeUxcJ0.jpg
5382,1.646,647073,False,2,8.0,The Stew,2019-01-26,en,The Stew,[35],,False,Follows a man and woman stubbornly staying in their toxic marriage.,/1PiffcTJDI25Z1GooGa5fkp0kjg.jpg
5383,1.646,644527,False,1,6.0,Catfight,2019-10-26,en,Catfight,[28],/grNGcbrKdaagman8JzA9rnkcRGP.jpg,False,Young women battle each other in an underground fighting tournament.,/exbIkQ9HDLSNJ9rSEg3p9F7ZCzW.jpg
5384,1.646,638241,False,1,10.0,"The Mall, The Merrier",2019-12-25,tl,"The Mall, The Merrier","[35, 10751]",/dTQnNaNUJYPLwBG6x441KVtBzJE.jpg,False,"After the death of their parents, a brother and sister compete to gain ownership of a shopping mall.",/kw8yhxPCvqOPEkv50mXDJUPntwg.jpg
5385,1.646,618255,False,0,0.0,The Scarecrows,2019-08-29,fr,Les Épouvantails,[18],,False,"In late 2013, Zina and Djo, both in their twenties, come back to Tunisia from the Syrian front where they were sequestrated and raped. Zina was separated from her two-month-old child and Djo finds out she's pregnant and plunges into mutism and expresses her Syrian horror only in the novel she is writing. Tunisian lawyer, Nadia and Dora, a humanitarian doctor, assist them in their hard and lengthy reconstruction; impeded by the violence of their close circles, the harsh view on the social networks and their angst.  Nadia, also Driss' lawyer, a 21-year-old persecuted homosexual who's been banned from all school establishments, asks him to help Zina in the hopes that their stirring meeting will allow them to open their black boxes, to assume themselves and stand up to the unjust society.",/4bEwHDKfabBRkVpu3qDaFxSNfMy.jpg
5386,1.646,616380,False,0,0.0,"Aníbal, justo una muerte",2019-01-17,es,"Aníbal, justo una muerte",[99],,False,,/5gfPNug5tItM2uW822uxrUyGYu8.jpg
5387,1.646,608477,False,0,0.0,Rachel,2019-06-12,en,Rachel,"[53, 35]",/1KuyzEtNBwrjfqGH7pwZ3JjAo6F.jpg,False,"Directed by Andrew DeYoung, the ten-minute short Rachel — which is “based on true events” and described by Berlant as a “thriller” — centers on a party at Early’s house, for which Berlant shows up as a mysterious and increasingly irritating guest.",/onFuBnJTwc5Eu9yUUFWhF2PCQix.jpg
5388,1.646,606297,False,0,0.0,"Ingen Siger Farvel, Men Alle Forsvinder",2019-08-26,da,"Ingen Siger Farvel, Men Alle Forsvinder",[18],,False,"22-year-old Jeppe is suffering from autism and works in a camping shop in his birth town Silkeborg. Everything seems chaos when a colleague suddenly decides to change all the systems in the shop. But when the city girl Mynthe and her two girlfriends check into the camping site, Jeppe cannot concentrate on anything else but the fascination of this strange girl. Mynthe is on vacation - away from her mother and an unstable life. When she meets Jeppe at a summer party, she somehow finds the stability she has longed for. They fall in love with each other's differences with ties so close that Jeppe begins to fear the day the holiday is over and Mynthe has to go back to Copenhagen. Keeping the love between the two youngsters seems impossible - until Jeppe realizes that Mynthe may need him more than he needs her.",/1LuwpruFVJN1mETDTPMY1oF2D8x.jpg
5389,1.646,606247,False,0,0.0,The Gift,2019-04-10,it,Il dono,[99],/qgvYBTiAQcSNhxII8MbkU3FTqbg.jpg,False,"After the release of ""Nostalgia"", Andrei Tarkovsky runs out his Soviet authorities permission to work abroad: he has to go back home. But he understands from the messages of some friends and colleagues that his life in Russia would be even tougher than before. So he then decides to break with Soviet authorities and, a year before the Milan Conference of 1984 during which he will announce publicly his decision, he leaves his friends that are hosting him in Rome and takes refuge in a secret location.",/cVB3rBJ7yx9xXO0Xs0Tmyvb0tk5.jpg
5390,1.646,606216,False,0,0.0,HYDRA,2019-05-24,ja,HYDRA,"[53, 28, 80, 18]",,False,An assassin for a secret organization keeping Japan safe from underworld threats finds himself targeted by evil forces aiming to unleash an unstoppable criminal syndicate upon Japan.,/iGb8K5mQBhpobYAcxIQMwNRkTYD.jpg
5391,1.646,606171,False,0,0.0,Muttayikkallanum Mammaliyum,2019-03-15,ml,മുട്ടായിക്കള്ളനും മമ്മാലിയും,[],/nE5VQbHcvC3nQGNtynYZBOTbP5x.jpg,False,,/4PYU6q7kV3nhbIWMOElfIm4qX7D.jpg
5392,1.646,606120,False,0,0.0,Ahora y siempre,2019-05-23,en,Ahora y siempre,[],,False,"A group of senior high school students make a series of claims to the management of the education system. After frictions and punishments, they take the school, forcing the authorities to dialogue and, thus, achieve some of the changes raised.",/8Z6uNgdwQXfx838AuJwyWfZujgX.jpg
5393,1.646,606081,False,1,7.0,Looking for Mr. Dice,2019-05-10,lv,Meklējot Mr. Kauliņu,[99],/vq3xggAoSY1YBaxhC8sNdCboXzb.jpg,False,"In 2004, a successful banker known as ""Mr. Dice"" mysteriously disappeared off the face off the earth, along with millions of dollars from investors and friends alike. Desperate to find answers, his best friend Kaspars Roga embarks upon a journey, ultimately leading into the heart of Africa where Mr Dice has reinvented himself… this time as the owner of the diamond mine, begging the question - were they ever really friends? Or was he a pawn in Dice's greater scheme?",/1B81aEHIsaiDyhoUGeLtmu1SEuT.jpg
5394,1.646,606076,False,0,0.0,Through the Windows,2019-06-24,en,Through the Windows,[99],,False,"A vivid trip down memory lane, Through the Windows celebrates San Francisco’s own beloved Twin Peaks bar. With its sky-high windows looking out onto the corner of Castro and Market, this landmark establishment stands not only as one of the gayborhood’s most beloved establishments but also as a testament to the revolutionary idea that gay people should be seen and celebrated rather than hide in the darkness of alleys and blacked-out windows. Whether you’re a regular who thinks of the bar as “Cheers for Queers” or a passerby, this snappy locally-produced documentary is chock-full of familiar faces and fascinating stories. Deeply personal interviews provide a history of this lesbian-owned bar as well as the Castro area—a blue collar Irish-Italian community in the ‘60s that became a gay mecca in the ‘70s, endured the health crisis of the ‘80s, and has served as a sense of home, family, and emotional nourishment for so many in our community every day of its 47-year history.",/ktxAw38o4mkxyignkkxV5HVSPOj.jpg
5395,1.646,606009,False,0,0.0,The Gambler,2019-05-24,ml,ദി ഗാംബ്ലര്‍,[18],/gBQG0eP6UlIPl7PSpUDhzythAe9.jpg,False,"The film is about the struggles of Anson, who runs a start-up and is in the pursuit of making it big in life",/sRfJ9yhg60NvSGjRuXbnYWMv7tn.jpg
5396,1.646,606004,False,0,0.0,Prakashante Metro,2019-05-03,ml,പ്രകാശന്‍റെ മെട്രോ,[],,False,"Prakashan is an amoral thug-turned-autorickshaw driver plying an autorickshaw he fondly calls Metro. Sans kith or kin, Prakashan undergoes a change of heart when he decides to help a young woman in distress to find a man she came searching for.",/8X6OoLer7A5gutfuHRRkbroqq3n.jpg
5397,1.646,605993,False,0,0.0,Domesticated,2019-01-25,sv,Flockdjur,[18],,False,Oona is looking for a bed in a Stockholm where the housing shortage is maximal and the sun never seems to go up. One night she gets to sleep at Agneta's place. But what does Agneta really want in exchange?,/mtmZFhSA6voRFHYw2o2mN5XGoG6.jpg
5398,1.646,605966,False,0,0.0,Ik ben er even niet,2019-06-20,nl,Ik ben er even niet,[99],/ax7082qlQPXyrVHHgBIrFvEnqBw.jpg,False,A documentary about the often misunderstood and frightening experience that children have during an epileptic seizure.,/yMCbZSanrFnVMapDFqaPoXgRZlg.jpg
5399,1.646,605941,False,0,0.0,Numbness,2019-04-19,fa,بی حسی موضعی,[18],/qavi3nF6lhpijjwIV71s57H8jhg.jpg,False,"Jalal, a dropouts philosophy student, realizes that her sister Mary, who has a Bipolar disease, is married to a bourgeois man named Shahrokh who is addicted to football betting. He left the house angrily, and goes to his friend's house, Bahman, who is an underground composer. He meets a strange taxi driver named Nasser on his way. They spent a strange night together.",/ukGowkLxtOHjoXLNVqE3JuSsImq.jpg
5400,1.646,605873,False,0,0.0,Art & Mind,2019-10-16,en,Art & Mind,[99],,False,"A journey into art, madness and the unconscious. An exploration of visionary artists and the creative impulse, from the Flemish Masters of the Renaissance to the avant-garde movement of Surrealism and the unsung geniuses of Art Brut and Outsider Art.",/lq93cI3kbnKcSYS5NisaTRdX1zj.jpg
5401,1.646,605860,False,0,0.0,Libre,2019-01-25,en,Libre,[99],,False,"For detained immigrants who can’t pay their bond, for-profit companies like Libre by Nexus offer a path to reunite with their families. But for many, the reality is much more complicated. “Libre” sheds light on one of many hidden costs of reunification for immigrant families.",/9GaXqpzK1HRxYNlrfAbQgMO2XVO.jpg
5402,1.646,605834,False,0,0.0,Premonitions,2019-05-31,en,Premonitions,"[27, 53]",,False,"When overworked student CAINE (Herat Bhatt) has visions of a murder, he must discern imagination from reality before someone gets hurt. He's having...PREMONITIONS.",/wu2OzpRxP7kdQ07XDiGEvP8CNxf.jpg
5403,1.646,605623,False,0,0.0,Dada,2019-05-16,en,Dada,"[14, 35]",/3OAC95E4wZa6jpWj99dQn7yVZiB.jpg,False,"The Dadaist, an eccentric creature who embodies the concept of the 20th century European avant-garde art movement Dadaism, destroys and mocks art pieces such as Leonardo Da Vinci’s Mona Lisa, whilst expressing his impulsive fury at logic and reason.",/p0R0nsj0k9If8Zg6kQ9fsRyTP3U.jpg
5404,1.646,605500,False,0,0.0,Elders,2019-06-10,en,Elders,[18],,False,Two Elders feel that their grandson is old enough to start learning important lessons about his Country. But is he ready for the challenge?,/rTwo3pTAUzAP1P8ggkqlcIqjqvq.jpg
5405,1.645,658200,False,7,9.0,The Master Butcher,2019-12-27,de,Der Club der singenden Metzger,[18],/5TIGv21HhZdyOtHsrSX6IeEUqQK.jpg,False,A young man and his wife struggling to create a good life for themselves in a new country. Based on Louise Erdrich's novel 'The Master Butchers Singing Club'.,/bKibCfoDLpa2OiPnSALka3MBftB.jpg
5406,1.645,496028,False,1,0.0,Khamoshi,2019-06-14,hi,ख़ामोशी,[53],/2jDZvtQaZPysMKLL6tfnZKDSEBM.jpg,False,"A London-based millionaire, deaf-mute, Surbhi (Tamannaah Bhatia) makes multiple enemies when she decides to use the property she inherits from her adoptive mother towards the betterment of kids living in an Indian orphanage.",/w2NYvgVLYNqZ87NUpsfHr9gZ57h.jpg
5407,1.644,649177,False,3,6.7,Almost a Comedy,2019-12-20,zh,半个喜剧,"[35, 10749]",/h4nfezSyocDoNgka2vQ6g4Rq12W.jpg,False,,/thxl09DWrN0ZfYS2gP9PWcgMy7a.jpg
5408,1.644,566923,False,1,4.0,Hüftkreisen mit Nancy,2019-05-23,de,Hüftkreisen mit Nancy,"[18, 35]",/iRkCaR6EBAzq81u287THcTp10Ka.jpg,False,,/6eOYosAii1r3vQJSVWOD2n1mkhC.jpg
5409,1.643,707131,False,1,6.0,Polaroid,2019-10-26,en,Polaroid,[27],,False,A mysterious package arrives at a doorstep. The contents inside may determine the fate of whoever opens it.,/s2abswphACud7RsUQT65cx1FPiK.jpg
