,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path
0,332.89,475557,False,15437,8.2,Joker,2019-10-02,en,Joker,"[80, 53, 18]",/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,False,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
1,327.654,592350,False,467,8.5,My Hero Academia: Heroes Rising,2019-12-20,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,"[16, 28]",/9guoVF7zayiiUq5ulKQpt375VIy.jpg,False,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",/zGVbrulkupqpbwgiNedkJPyQum4.jpg
2,295.1,330457,False,6374,7.3,Frozen II,2019-11-20,en,Frozen II,"[16, 10751, 12, 35, 14]",/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,False,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",/qXsndsv3WOoxszmdlvTWeY688eK.jpg
3,257.069,512200,False,4951,7.0,Jumanji: The Next Level,2019-12-04,en,Jumanji: The Next Level,"[12, 35, 14]",/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg,False,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg
4,247.237,474350,False,5187,6.9,It Chapter Two,2019-09-04,en,It Chapter Two,"[27, 14]",/8moTOzunF7p40oR5XhlDvJckOSW.jpg,False,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",/zfE0R94v1E8cuKAerbskfD3VfUt.jpg
5,233.276,384018,False,4305,6.9,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,en,Fast & Furious Presents: Hobbs & Shaw,"[28, 12, 35]",/qAhedRxRYWZAgZ8O8pHIl6QHdD7.jpg,False,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have swapped smacks and bad words. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, both join forces to defeat him. (A spin-off of “The Fate of the Furious,” focusing on Johnson's Luke Hobbs and Statham's Deckard Shaw.)",/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg
6,206.369,530915,False,6880,7.9,1917,2019-12-25,en,1917,"[10752, 18]",/cqa3sa4c4jevgnEJwq3CMF8UfTG.jpg,False,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",/iZf0KyrE25z1sage4SYFLCCrMi9.jpg
7,204.186,581387,False,129,6.8,Ashfall,2019-12-19,ko,백두산,"[28, 12, 53]",/1mJfuaU32FrMRMHy6Y6lcfx5OTO.jpg,False,"Stagnant since 1903, at an elevation of 9000', a volcano erupts on the mythical and majestic Baekdu Mountain.",/zoeKREZ2IdAUnXISYCS0E6H5BVh.jpg
8,203.068,532067,False,178,8.5,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,2019-08-30,ja,この素晴らしい世界に祝福を！紅伝説,"[12, 35, 16, 14]",/m5HPKCi7GdhKmxPTcOQmcLfEmZ9.jpg,False,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",/j73LuQcA21KvkVFcroWWMN8tTJv.jpg
9,202.655,640882,False,97,5.7,3022,2019-11-22,en,3022,[878],/3xe3RUDpdrD9XCzgdlpUFgwIX0z.jpg,False,A group of astronauts living in the haunting emptiness of deep space awakens to find earth has suffered an extinction-level event.,/dp1brl24LXGFU3JPFaDoljDONRz.jpg
10,199.17,290859,False,2967,6.5,Terminator: Dark Fate,2019-10-23,en,Terminator: Dark Fate,"[28, 12, 878]",/a6cDxdwaQIFjSkXf7uskg78ZyTq.jpg,False,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg
11,197.184,458156,False,5907,7.4,John Wick: Chapter 3 - Parabellum,2019-05-15,en,John Wick: Chapter 3 - Parabellum,"[28, 53, 80]",/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,False,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg
12,197.11,413518,False,763,6.7,Pinocchio,2019-12-19,it,Pinocchio,"[14, 10751, 12, 18]",/AdqOBPw4PdtzOcfEuQuZ8MNeTKb.jpg,False,"In this live-action adaptation of the beloved fairytale, old woodcarver Geppetto fashions a wooden puppet, Pinocchio, who magically comes to life. Pinocchio longs for adventure and is easily led astray, encountering magical beasts, fantastical spectacles, while making friends and foes along his journey. However, his dream is to become a real boy, which can only come true if he finally changes his ways.",/4w1ItwCJCTtSi9nPfJC1vU6NIVg.jpg
13,195.656,420809,False,3817,7.4,Maleficent: Mistress of Evil,2019-10-16,en,Maleficent: Mistress of Evil,"[14, 10751, 12]",/skvI4rYFrKXS73BJxWGH54Omlvv.jpg,False,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg
14,193.659,299534,False,15589,8.3,Avengers: Endgame,2019-04-24,en,Avengers: Endgame,"[12, 878, 28]",/orjiB3oUIsyz60hoEqkiGpy5CeO.jpg,False,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",/or06FN3Dka5tukK1e9sl16pB3iy.jpg
15,188.549,429617,False,8625,7.6,Spider-Man: Far from Home,2019-06-28,en,Spider-Man: Far from Home,"[28, 12, 878]",/5myQbDzw3l8K9yofUXRJ4UTVgam.jpg,False,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg
16,187.131,537915,False,5212,7.1,After,2019-04-11,en,After,"[18, 10749]",/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,False,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg
17,182.649,420818,False,7008,7.2,The Lion King,2019-07-12,en,The Lion King,"[12, 10751, 10402, 16]",/nRXO2SnOA75OsWhNhXstHB8ZmI3.jpg,False,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg
18,181.131,301528,False,6232,7.6,Toy Story 4,2019-06-19,en,Toy Story 4,"[12, 16, 35, 10751, 14]",/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,False,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg
19,180.114,453405,False,3074,6.4,Gemini Man,2019-10-02,en,Gemini Man,"[28, 18, 878, 53]",/c3F4P2oauA7IQmy4hM0OmRt2W7d.jpg,False,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",/uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg
20,172.387,565840,False,57,6.0,The Immortal Wars: Resurgence,2019-12-13,en,The Immortal Wars: Resurgence,"[28, 878]",/4tSZO8H25jwd5QDoM9EVcSAzeH1.jpg,False,The war for freedom has just begun. Trikalypse joins forces with the rebel leader and her team of freedom fighters. They must now fight back to bring Dominion down and expose him to the world.,/iFGU4UOXlxd0S4ohJI6TmoCTQrk.jpg
21,168.348,568160,False,668,8.1,Weathering with You,2019-07-19,ja,天気の子,"[16, 10749, 14, 18]",/ize3ZieqSy0TCWljmVoEiy8fSFS.jpg,False,"Tokyo is currently experiencing rain showers that seem to disrupt the usual pace of everyone living there to no end. Amidst this seemingly eternal downpour arrives the runaway high school student Hodaka Morishima, who struggles to financially support himself—ending up with a job at a small-time publisher. At the same time, the orphaned Hina Amano also strives to find work to sustain herself and her younger brother.  Both fates intertwine when Hodaka attempts to rescue Hina from shady men, deciding to run away together. Subsequently, Hodaka discovers that Hina has a strange yet astounding power: the ability to call out the sun whenever she prays for it. With Tokyo's unusual weather in mind, Hodaka sees the potential of this ability. He suggests that Hina should become a ""sunshine girl""—someone who will clear the sky for people when they need it the most.  Things begin looking up for them at first. However, it is common knowledge that power always comes with a hefty price...",/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg
22,164.723,181812,False,5850,6.6,Star Wars: The Rise of Skywalker,2019-12-18,en,Star Wars: The Rise of Skywalker,"[28, 12, 878]",/SPkEiZGxq5aHWQ2Zw7AITwSEo2.jpg,False,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",/db32LaOibwEliAmSL2jjDF6oDdj.jpg
23,160.507,454640,False,893,7.2,The Angry Birds Movie 2,2019-08-02,en,The Angry Birds Movie 2,"[16, 35, 12, 10751]",/k7sE3loFwuU2mqf7FbZBeE3rjBa.jpg,False,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",/ebe8hJRCwdflNQbUjRrfmqtUiNi.jpg
24,160.309,468816,False,38,6.0,The Rising Hawk,2019-10-10,en,The Rising Hawk,"[28, 18, 36]",/qmo6sIfZ00vrc2B4tyulZMCOVLW.jpg,False,The Mongol Empire had grown to the largest the world had ever known. It's armies now laid siege to much of Eastern Europe. A small village fights for freedom in the frontier landscape of the Carpathian Mountains.,/qmLNbyXKpuEKXjmaEWIEAoiS0OB.jpg
25,155.143,509967,False,2625,6.3,6 Underground,2019-12-13,en,6 Underground,"[28, 53]",/eFw5YSorHidsajLTayo1noueIxI.jpg,False,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg
26,152.87,447404,False,4391,7.0,Pokémon Detective Pikachu,2019-05-03,en,Pokémon Detective Pikachu,"[28, 12, 14]",/nDP33LmQwNsnPv29GQazz59HjJI.jpg,False,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg
27,151.475,338967,False,3053,7.0,Zombieland: Double Tap,2019-10-09,en,Zombieland: Double Tap,"[27, 28, 35]",/3ghImmHdp4RnC3UkL6hpLayclnb.jpg,False,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg
28,147.265,359724,False,3719,8.0,Ford v Ferrari,2019-11-13,en,Ford v Ferrari,"[18, 36]",/n3UanIvmnBlH531pykuzNs4LbH6.jpg,False,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",/6ApDtO7xaWAfPqfi2IARXIzj8QS.jpg
29,147.123,572154,False,171,8.5,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"[16, 35, 10749, 18, 14]",/hQQTE285UQB1lLY1XiioQ77LYnC.jpg,False,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",/7Ai8vNEv4zEveh12JViGikoVPVV.jpg
30,146.85,522938,False,2257,6.4,Rambo: Last Blood,2019-09-19,en,Rambo: Last Blood,"[28, 53, 18]",/spYx9XQFODuqEVoPpvaJI1ksAVt.jpg,False,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg
31,141.368,420817,False,7121,7.2,Aladdin,2019-05-22,en,Aladdin,"[12, 14, 10749, 10751]",/k40PQsaXYDXY2czuLXzCvL5BVpo.jpg,False,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg
32,139.298,567006,False,22,7.2,Kabaneri of the Iron Fortress: The Battle of Unato,2019-05-10,ja,甲鉄城のカバネリ～海門決戦～,"[28, 12, 16, 14]",/caOESiOQ06x4jchuncElVOBFxoR.jpg,False,"Half a year after the events of the series ""Kabaneri of the Iron Fortress"", the team attempt to take back Unato castle.",/6t1esuYHkOFO5SejAVFlu6alChr.jpg
33,138.607,412117,False,1847,7.0,The Secret Life of Pets 2,2019-05-24,en,The Secret Life of Pets 2,"[12, 16, 35, 10751]",/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,False,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",/nYcaCNkB4EgVyvrXxxbklefDrGL.jpg
34,133.856,481084,False,1229,6.6,The Addams Family,2019-10-10,en,The Addams Family,"[16, 35, 10751, 14]",/ur4NTeFGZmQ6Hz5uEkAMgPI3WRg.jpg,False,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg
35,126.36,559937,False,37,7.4,S.W.A.T.,2019-12-29,zh,特警队,"[28, 80, 18]",/qrZpDmVyx24W2M1I5Oqni7FjPu9.jpg,False,"The story centers on the Chinese Special Police Unit, from their hard training to their first mission.",/hHl5RwmclPA4Ttz8B6dDmtgPDe4.jpg
36,126.271,461130,False,942,6.2,Code 8,2019-12-06,en,Code 8,"[878, 28, 80, 53, 18]",/wlnDNMQlnwl5ETlVY6n9CEtR5s0.jpg,False,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)",/izGX7npHEopDQvngYcxMJEfcFbj.jpg
37,124.409,611914,False,286,6.5,The Courier,2019-11-22,en,The Courier,"[28, 80, 18, 53]",/ne4QPHn56Z1vxk6iKJKvDnmNI9Y.jpg,False,"This intense action-thriller unfolds in real time as two embattled souls fight for their lives. Gary Oldman stars as a vicious crime boss out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",/cmC7bJZ5sCzx9ZsrlXOrYJfYtLc.jpg
38,124.207,373571,False,3073,6.5,Godzilla: King of the Monsters,2019-05-29,en,Godzilla: King of the Monsters,"[878, 28]",/jb6Ju38HmKX0bYHCmAxs8HyNeJ2.jpg,False,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",/mzOHg7Q5q9yUmY0b9Esu8Qe6Nnm.jpg
39,123.523,299537,False,10301,7.0,Captain Marvel,2019-03-06,en,Captain Marvel,"[28, 12, 878]",/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,False,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg
40,122.244,575094,False,122,5.9,Abigail,2019-08-22,en,Abigail,"[12, 14, 9648]",/fbdvguXnJRYQqG75XB8xWaLEtQV.jpg,False,"A young girl Abigail lives in a city whose borders were closed many years ago because of an epidemic of a mysterious disease. Abby's father was one of the sick - and he was taken when she was six years old. Going against the authorities to find his father, Abby learns that her city is actually full of magic. And she discovers in herself extraordinary magical abilities.",/5Ggf38fEAhOCdgvfLOfUcfEQTQT.jpg
41,120.301,496243,False,9662,8.5,Parasite,2019-05-30,ko,기생충,"[35, 53, 18]",/ApiBzeaa95TNYliSbQ8pJv4Fje7.jpg,False,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg
42,119.672,431693,False,1720,7.8,Spies in Disguise,2019-12-04,en,Spies in Disguise,"[28, 12, 16, 35]",/lwSOhnpwrzjtKi2RD3e5RAcGzvt.jpg,False,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",/30YacPAcxpNemhhwX0PVUl9pVA3.jpg
43,118.883,486589,False,474,7.4,Red Shoes and the Seven Dwarfs,2019-07-25,en,Red Shoes and the Seven Dwarfs,"[16, 10749, 10751]",/3j7FPy3c5LzglYyJYDHTJF3eQxT.jpg,False,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",/MBiKqTsouYqAACLYNDadsjhhC0.jpg
44,118.04,597398,False,19,6.4,Away,2019-11-15,en,Away,"[16, 12, 14]",/ccwPF5jN09S4Cz7u6qs3T2yKOpO.jpg,False,"After suffering a plane crash on a mysterious island, a young man embarks on an epic journey through forests, deserts and mountains trying to escape the shadow of a huge dark spirit.",/c59eplVELdwrUfGBUAZVin3HfaL.jpg
45,116.321,561974,False,78,7.8,Dino King: Journey to Fire Mountain,2019-12-25,ko,점박이 한반도의 공룡 2: 새로운 낙원,"[16, 12]",/tVKrfSFmsFfyOZTqu4QxjKkOgAO.jpg,False,"Speckles, a ferocious tarbosaurus and his young son junior, mourning the loss of their family in an epic battle, roam the lands in search of food, adventure and peace. Under the watchful eye of his dad, Junior is growing up healthy and strong, but with an overconfidence thanks to his young age. After one encounter results in Junior being kidnapped, Speckles embarks on an adventure to the ends of earth to find his son. Encountering friend and foe, ally and enemy, Speckles will stop at nothing and will take on all corners to save his offspring.",/w6N6xJvvjY6pLxOnHz5yu9Z8quG.jpg
46,116.165,441282,False,365,6.5,Night Hunter,2019-08-29,en,Night Hunter,"[18, 53]",/8knaRrDd1FM1pbSLaViEQSxodi5.jpg,False,A Minnesota police officer crosses paths with a committed and tireless vigilante as he follows the trail of a ruthless predator responsible for several abductions and murders.,/vVYU0x9FRpiJNX7c54ciFnRBVYG.jpg
47,113.422,554022,False,43,6.5,Torpedo: U-235,2019-10-23,nl,Torpedo,"[28, 12, 18, 10752]",/7xiYjuoa5cAjkbJrF7fpfKKYqcf.jpg,False,"World War II: Resistance fighters accept a suicide mission to deliver a stolen Nazi submarine carrying atomic uranium. Hunted by Hitler’s army, the crew must outwit the German Navy to bring the cargo safely to America.",/wHuhFcsii1GkKPHVC1wpdvJ9Djs.jpg
48,112.516,458897,False,1672,6.7,Charlie's Angels,2019-11-14,en,Charlie's Angels,"[28, 12, 35]",/a0xTB1vBxMGt6LGG4N7k1wO9lfL.jpg,False,"When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.",/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg
49,112.326,499701,False,1076,6.8,Dora and the Lost City of Gold,2019-08-08,en,Dora and the Lost City of Gold,"[12, 35, 10751]",/61sbyO47yIpsMFyLhY1MWcqjg1Q.jpg,False,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg
50,110.456,417466,False,180,6.8,Monos,2019-09-05,es,Monos,"[18, 53]",/hmOrnAImC8QVRurauDcK0l3jjyw.jpg,False,"On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",/oxxIOWDP6beG37VG3jMxE77pRwC.jpg
51,110.271,520901,False,204,4.8,Doom: Annihilation,2019-09-30,en,Doom: Annihilation,"[28, 878, 27, 9648]",/kNGW6f47HUk0hISjj1AvXoLNL3L.jpg,False,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",/oowcnpfbQq9qabM1G5lWrWe63UN.jpg
52,109.99,512895,False,844,7.3,Lady and the Tramp,2019-11-12,en,Lady and the Tramp,"[10749, 35, 10751]",/73curw674iTzTX81AGaj5dyZUX5.jpg,False,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",/8wBEye516IKul9sW7JKGcFXVGfV.jpg
53,109.811,287947,False,5724,7.0,Shazam!,2019-03-29,en,Shazam!,"[28, 35, 14]",/qwgGtdlLMKYvT2tV8hLY22syRHN.jpg,False,A boy is given the ability to become an adult superhero in times of need with a single magic word.,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg
54,109.205,613200,False,6,6.0,The King’s Avatar: For The Glory,2019-08-16,zh,全职高手之巅峰荣耀,"[28, 12, 16, 14]",/tVzYXgQYCEYqH2MlGk4tvJblggK.jpg,False,"Prequel movie of Quan Zhi Gao Shou (The King's Avatar), dealing with Ye Xiu's original entry into the pro gaming world of Glory, and the first Pro League series tournament.",/aQ7ZUDxcSf8U4ynCstNCMLgdhrD.jpg
55,108.911,320288,False,4035,6.1,Dark Phoenix,2019-06-05,en,Dark Phoenix,"[878, 28, 12]",/phxiKFDvPeQj4AbkvJLmuZEieDU.jpg,False,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",/cCTJPelKGLhALq3r51A9uMonxKj.jpg
56,106.051,431580,False,1242,7.6,Abominable,2019-09-19,en,Abominable,"[16, 12, 35, 10751]",/tLCDKsXo6D84IVFanoElosSEKdp.jpg,False,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",/20djTLqppfBx5WYA67Y300S6aPD.jpg
57,105.621,552095,False,396,7.5,PAW Patrol: Mighty Pups,2019-05-17,en,PAW Patrol: Mighty Pups,"[28, 12, 16, 10751]",/uhD119fzUuAMValqZMXibCNu2kh.jpg,False,"When their latest scheme goes awry, Mayor Humdinger and his nephew Harold accidentally divert a meteor towards Adventure Bay. The meteor's golden energy grants the PAW Patrol superpowers. The heroic Mighty Pups are on a roll to super-save the day.",/h09VT8gNfRBlr7S8l1lm27m4rus.jpg
58,104.249,166428,False,4056,7.8,How to Train Your Dragon: The Hidden World,2019-01-03,en,How to Train Your Dragon: The Hidden World,"[16, 10751, 12]",/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,False,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg
59,103.591,484641,False,1360,6.7,Anna,2019-06-19,fr,Anna,"[53, 28]",/oHDnvxSDOTsaYZSUibJjrEMWMLL.jpg,False,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,/pGHZ8f35ZcOOOS8GLUkZ3BK25zw.jpg
60,102.081,652722,False,197,8.2,In the Arms of an Assassin,2019-12-06,es,En brazos de un asesino,"[53, 10749]",/6cqogY7SYppI0ZNchaTKszSkxwH.jpg,False,"Victor (William Levy) is one of the world’s most handsome  men, but he has a deep secret – he is a cold blooded assassin. Smooth talking and seductive, Victor was raised to do one thing only, which is to kill for money. When he is sent to the home of a brutal drug lord to collect payment for his most recent hit, he encounters the beautiful Sarai (Alicia Sanz), who has been forced to spend the last 9 years of her life with the drug lord.",/iqRUOtbDunNq7gTux3zXz25Krwp.jpg
61,100.745,399579,False,5875,7.1,Alita: Battle Angel,2019-01-31,en,Alita: Battle Angel,"[28, 878, 12]",/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg,False,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",/xRWht48C2V8XNfzvPehyClOvDni.jpg
62,100.409,489245,False,223,6.7,The Kill Team,2019-10-17,en,The Kill Team,"[28, 18, 53]",/5RKxJAkioRO4xQI1G9VFESpStbY.jpg,False,"When Andrew Briggman—a young soldier in the US invasion of Afghanistan—witnesses other recruits killing innocent civilians under the direction of a sadistic Sergeant, he considers reporting them to higher-ups. However, the heavily-armed and increasingly-violent platoon becomes suspicious that someone in their ranks has turned on them, and Andrew begins to fear that he'll be the next target.",/d9soEywk0vZFGJKJvAewY8LMwi7.jpg
